branch_slug,branch_name,branch_name_ar,branch_display_name,branch_display_name_ar,branch_address,branch_address_ar,phone_primary,phone_secondary,landline,whatsapp,category,item,variant,price_sar
prince-abdul-majeed,Prince Abdul Majeed,الأمير عبد المجيد,World Taza Prince Abdul Majeed,عالم طازة الأمير عبد المجيد,"Sayyid Al Shuhada, Prince Abdul Majeed District, Jeddah",سيد الشهداء، حي الأمير عبد المجيد، جدة,+966 50 722 1992,,,966507221992,Taza Sandwiches,Sandwich Nuggets,sandwich,8
prince-abdul-majeed,Prince Abdul Majeed,الأمير عبد المجيد,World Taza Prince Abdul Majeed,عالم طازة الأمير عبد المجيد,"Sayyid Al Shuhada, Prince Abdul Majeed District, Jeddah",سيد الشهداء، حي الأمير عبد المجيد، جدة,+966 50 722 1992,,,966507221992,Taza Sandwiches,Sandwich Nuggets,meal,15
prince-abdul-majeed,Prince Abdul Majeed,الأمير عبد المجيد,World Taza Prince Abdul Majeed,عالم طازة الأمير عبد المجيد,"Sayyid Al Shuhada, Prince Abdul Majeed District, Jeddah",سيد الشهداء، حي الأمير عبد المجيد، جدة,+966 50 722 1992,,,966507221992,Taza Sandwiches,Sandwich Jumbo Nuggets,sandwich,9
prince-abdul-majeed,Prince Abdul Majeed,الأمير عبد المجيد,World Taza Prince Abdul Majeed,عالم طازة الأمير عبد المجيد,"Sayyid Al Shuhada, Prince Abdul Majeed District, Jeddah",سيد الشهداء، حي الأمير عبد المجيد، جدة,+966 50 722 1992,,,966507221992,Taza Sandwiches,Sandwich Jumbo Nuggets,meal,16
prince-abdul-majeed,Prince Abdul Majeed,الأمير عبد المجيد,World Taza Prince Abdul Majeed,عالم طازة الأمير عبد المجيد,"Sayyid Al Shuhada, Prince Abdul Majeed District, Jeddah",سيد الشهداء، حي الأمير عبد المجيد، جدة,+966 50 722 1992,,,966507221992,Taza Sandwiches,Sandwich Shrimp,sandwich,10
prince-abdul-majeed,Prince Abdul Majeed,الأمير عبد المجيد,World Taza Prince Abdul Majeed,عالم طازة الأمير عبد المجيد,"Sayyid Al Shuhada, Prince Abdul Majeed District, Jeddah",سيد الشهداء، حي الأمير عبد المجيد، جدة,+966 50 722 1992,,,966507221992,Taza Sandwiches,Sandwich Shrimp,meal,17
prince-abdul-majeed,Prince Abdul Majeed,الأمير عبد المجيد,World Taza Prince Abdul Majeed,عالم طازة الأمير عبد المجيد,"Sayyid Al Shuhada, Prince Abdul Majeed District, Jeddah",سيد الشهداء، حي الأمير عبد المجيد، جدة,+966 50 722 1992,,,966507221992,Taza Sandwiches,Sandwich Jumbo Shrimp,sandwich,11
prince-abdul-majeed,Prince Abdul Majeed,الأمير عبد المجيد,World Taza Prince Abdul Majeed,عالم طازة الأمير عبد المجيد,"Sayyid Al Shuhada, Prince Abdul Majeed District, Jeddah",سيد الشهداء، حي الأمير عبد المجيد، جدة,+966 50 722 1992,,,966507221992,Taza Sandwiches,Sandwich Jumbo Shrimp,meal,18
prince-abdul-majeed,Prince Abdul Majeed,الأمير عبد المجيد,World Taza Prince Abdul Majeed,عالم طازة الأمير عبد المجيد,"Sayyid Al Shuhada, Prince Abdul Majeed District, Jeddah",سيد الشهداء، حي الأمير عبد المجيد، جدة,+966 50 722 1992,,,966507221992,Taza Sandwiches,Sandwich Fish,sandwich,9
prince-abdul-majeed,Prince Abdul Majeed,الأمير عبد المجيد,World Taza Prince Abdul Majeed,عالم طازة الأمير عبد المجيد,"Sayyid Al Shuhada, Prince Abdul Majeed District, Jeddah",سيد الشهداء، حي الأمير عبد المجيد، جدة,+966 50 722 1992,,,966507221992,Taza Sandwiches,Sandwich Fish,meal,16
prince-abdul-majeed,Prince Abdul Majeed,الأمير عبد المجيد,World Taza Prince Abdul Majeed,عالم طازة الأمير عبد المجيد,"Sayyid Al Shuhada, Prince Abdul Majeed District, Jeddah",سيد الشهداء، حي الأمير عبد المجيد، جدة,+966 50 722 1992,,,966507221992,Taza Sandwiches,Sandwich Jumbo Fish,sandwich,11
prince-abdul-majeed,Prince Abdul Majeed,الأمير عبد المجيد,World Taza Prince Abdul Majeed,عالم طازة الأمير عبد المجيد,"Sayyid Al Shuhada, Prince Abdul Majeed District, Jeddah",سيد الشهداء، حي الأمير عبد المجيد، جدة,+966 50 722 1992,,,966507221992,Taza Sandwiches,Sandwich Jumbo Fish,meal,18
prince-abdul-majeed,Prince Abdul Majeed,الأمير عبد المجيد,World Taza Prince Abdul Majeed,عالم طازة الأمير عبد المجيد,"Sayyid Al Shuhada, Prince Abdul Majeed District, Jeddah",سيد الشهداء، حي الأمير عبد المجيد، جدة,+966 50 722 1992,,,966507221992,Taza Sandwiches,Sandwich Strips,sandwich,9
prince-abdul-majeed,Prince Abdul Majeed,الأمير عبد المجيد,World Taza Prince Abdul Majeed,عالم طازة الأمير عبد المجيد,"Sayyid Al Shuhada, Prince Abdul Majeed District, Jeddah",سيد الشهداء، حي الأمير عبد المجيد، جدة,+966 50 722 1992,,,966507221992,Taza Sandwiches,Sandwich Strips,meal,16
prince-abdul-majeed,Prince Abdul Majeed,الأمير عبد المجيد,World Taza Prince Abdul Majeed,عالم طازة الأمير عبد المجيد,"Sayyid Al Shuhada, Prince Abdul Majeed District, Jeddah",سيد الشهداء، حي الأمير عبد المجيد، جدة,+966 50 722 1992,,,966507221992,Taza Sandwiches,Sandwich Jumbo Strips,sandwich,9
prince-abdul-majeed,Prince Abdul Majeed,الأمير عبد المجيد,World Taza Prince Abdul Majeed,عالم طازة الأمير عبد المجيد,"Sayyid Al Shuhada, Prince Abdul Majeed District, Jeddah",سيد الشهداء، حي الأمير عبد المجيد، جدة,+966 50 722 1992,,,966507221992,Taza Sandwiches,Sandwich Jumbo Strips,meal,16
prince-abdul-majeed,Prince Abdul Majeed,الأمير عبد المجيد,World Taza Prince Abdul Majeed,عالم طازة الأمير عبد المجيد,"Sayyid Al Shuhada, Prince Abdul Majeed District, Jeddah",سيد الشهداء، حي الأمير عبد المجيد، جدة,+966 50 722 1992,,,966507221992,Taza Sandwiches,Chicken Sandwich,sandwich,5
prince-abdul-majeed,Prince Abdul Majeed,الأمير عبد المجيد,World Taza Prince Abdul Majeed,عالم طازة الأمير عبد المجيد,"Sayyid Al Shuhada, Prince Abdul Majeed District, Jeddah",سيد الشهداء، حي الأمير عبد المجيد، جدة,+966 50 722 1992,,,966507221992,Taza Sandwiches,Chicken Sandwich,meal,12
prince-abdul-majeed,Prince Abdul Majeed,الأمير عبد المجيد,World Taza Prince Abdul Majeed,عالم طازة الأمير عبد المجيد,"Sayyid Al Shuhada, Prince Abdul Majeed District, Jeddah",سيد الشهداء، حي الأمير عبد المجيد، جدة,+966 50 722 1992,,,966507221992,Taza Sandwiches,Tikka Roll,sandwich,8
prince-abdul-majeed,Prince Abdul Majeed,الأمير عبد المجيد,World Taza Prince Abdul Majeed,عالم طازة الأمير عبد المجيد,"Sayyid Al Shuhada, Prince Abdul Majeed District, Jeddah",سيد الشهداء، حي الأمير عبد المجيد، جدة,+966 50 722 1992,,,966507221992,Taza Sandwiches,Tikka Roll,meal,15
prince-abdul-majeed,Prince Abdul Majeed,الأمير عبد المجيد,World Taza Prince Abdul Majeed,عالم طازة الأمير عبد المجيد,"Sayyid Al Shuhada, Prince Abdul Majeed District, Jeddah",سيد الشهداء، حي الأمير عبد المجيد، جدة,+966 50 722 1992,,,966507221992,Taza Sides,Potato Cheese,regular,10
prince-abdul-majeed,Prince Abdul Majeed,الأمير عبد المجيد,World Taza Prince Abdul Majeed,عالم طازة الأمير عبد المجيد,"Sayyid Al Shuhada, Prince Abdul Majeed District, Jeddah",سيد الشهداء، حي الأمير عبد المجيد، جدة,+966 50 722 1992,,,966507221992,Taza Sides,Potato Rings,regular,8
prince-abdul-majeed,Prince Abdul Majeed,الأمير عبد المجيد,World Taza Prince Abdul Majeed,عالم طازة الأمير عبد المجيد,"Sayyid Al Shuhada, Prince Abdul Majeed District, Jeddah",سيد الشهداء، حي الأمير عبد المجيد، جدة,+966 50 722 1992,,,966507221992,Taza Sides,Chicken Popcorn,regular,8
prince-abdul-majeed,Prince Abdul Majeed,الأمير عبد المجيد,World Taza Prince Abdul Majeed,عالم طازة الأمير عبد المجيد,"Sayyid Al Shuhada, Prince Abdul Majeed District, Jeddah",سيد الشهداء، حي الأمير عبد المجيد، جدة,+966 50 722 1992,,,966507221992,Taza Sides,Potato Wedges,regular,10
prince-abdul-majeed,Prince Abdul Majeed,الأمير عبد المجيد,World Taza Prince Abdul Majeed,عالم طازة الأمير عبد المجيد,"Sayyid Al Shuhada, Prince Abdul Majeed District, Jeddah",سيد الشهداء، حي الأمير عبد المجيد، جدة,+966 50 722 1992,,,966507221992,Taza Sides,French Fries,small,6
prince-abdul-majeed,Prince Abdul Majeed,الأمير عبد المجيد,World Taza Prince Abdul Majeed,عالم طازة الأمير عبد المجيد,"Sayyid Al Shuhada, Prince Abdul Majeed District, Jeddah",سيد الشهداء، حي الأمير عبد المجيد، جدة,+966 50 722 1992,,,966507221992,Taza Sides,French Fries,medium,8
prince-abdul-majeed,Prince Abdul Majeed,الأمير عبد المجيد,World Taza Prince Abdul Majeed,عالم طازة الأمير عبد المجيد,"Sayyid Al Shuhada, Prince Abdul Majeed District, Jeddah",سيد الشهداء، حي الأمير عبد المجيد، جدة,+966 50 722 1992,,,966507221992,Taza Sides,French Fries,large,14
prince-abdul-majeed,Prince Abdul Majeed,الأمير عبد المجيد,World Taza Prince Abdul Majeed,عالم طازة الأمير عبد المجيد,"Sayyid Al Shuhada, Prince Abdul Majeed District, Jeddah",سيد الشهداء، حي الأمير عبد المجيد، جدة,+966 50 722 1992,,,966507221992,Taza Sides,Onion Rings,regular,7
prince-abdul-majeed,Prince Abdul Majeed,الأمير عبد المجيد,World Taza Prince Abdul Majeed,عالم طازة الأمير عبد المجيد,"Sayyid Al Shuhada, Prince Abdul Majeed District, Jeddah",سيد الشهداء، حي الأمير عبد المجيد، جدة,+966 50 722 1992,,,966507221992,Taza Sides,Coleslaw Salad,regular,4
prince-abdul-majeed,Prince Abdul Majeed,الأمير عبد المجيد,World Taza Prince Abdul Majeed,عالم طازة الأمير عبد المجيد,"Sayyid Al Shuhada, Prince Abdul Majeed District, Jeddah",سيد الشهداء، حي الأمير عبد المجيد، جدة,+966 50 722 1992,,,966507221992,Taza Mojito,Blueberry Mojito,regular,8
prince-abdul-majeed,Prince Abdul Majeed,الأمير عبد المجيد,World Taza Prince Abdul Majeed,عالم طازة الأمير عبد المجيد,"Sayyid Al Shuhada, Prince Abdul Majeed District, Jeddah",سيد الشهداء، حي الأمير عبد المجيد، جدة,+966 50 722 1992,,,966507221992,Taza Mojito,Mixed Mojito,regular,8
prince-abdul-majeed,Prince Abdul Majeed,الأمير عبد المجيد,World Taza Prince Abdul Majeed,عالم طازة الأمير عبد المجيد,"Sayyid Al Shuhada, Prince Abdul Majeed District, Jeddah",سيد الشهداء، حي الأمير عبد المجيد، جدة,+966 50 722 1992,,,966507221992,Taza Mojito,Strawberry Mojito,regular,8
prince-abdul-majeed,Prince Abdul Majeed,الأمير عبد المجيد,World Taza Prince Abdul Majeed,عالم طازة الأمير عبد المجيد,"Sayyid Al Shuhada, Prince Abdul Majeed District, Jeddah",سيد الشهداء، حي الأمير عبد المجيد، جدة,+966 50 722 1992,,,966507221992,Taza Special Sauces,Garlic Sauce,regular,1
prince-abdul-majeed,Prince Abdul Majeed,الأمير عبد المجيد,World Taza Prince Abdul Majeed,عالم طازة الأمير عبد المجيد,"Sayyid Al Shuhada, Prince Abdul Majeed District, Jeddah",سيد الشهداء، حي الأمير عبد المجيد، جدة,+966 50 722 1992,,,966507221992,Taza Special Sauces,Garlic Spicy,regular,1.5
prince-abdul-majeed,Prince Abdul Majeed,الأمير عبد المجيد,World Taza Prince Abdul Majeed,عالم طازة الأمير عبد المجيد,"Sayyid Al Shuhada, Prince Abdul Majeed District, Jeddah",سيد الشهداء، حي الأمير عبد المجيد، جدة,+966 50 722 1992,,,966507221992,Taza Special Sauces,Cocktail,regular,2
prince-abdul-majeed,Prince Abdul Majeed,الأمير عبد المجيد,World Taza Prince Abdul Majeed,عالم طازة الأمير عبد المجيد,"Sayyid Al Shuhada, Prince Abdul Majeed District, Jeddah",سيد الشهداء، حي الأمير عبد المجيد، جدة,+966 50 722 1992,,,966507221992,Taza Special Sauces,Cheese,regular,2
prince-abdul-majeed,Prince Abdul Majeed,الأمير عبد المجيد,World Taza Prince Abdul Majeed,عالم طازة الأمير عبد المجيد,"Sayyid Al Shuhada, Prince Abdul Majeed District, Jeddah",سيد الشهداء، حي الأمير عبد المجيد، جدة,+966 50 722 1992,,,966507221992,Taza Special Sauces,Dynamic Sauce,regular,2
al-samer,Al Samer,السامر,World Taza Al Samer,عالم طازة السامر,"Al Samer District, opposite Al Rafidi Hall, Jeddah",حي السامر (مقابل قاعة الرفيدي)، جدة,+966 53 700 6405,,,966537006405,Taza Broast,Broast Chicken,regular,19
al-samer,Al Samer,السامر,World Taza Al Samer,عالم طازة السامر,"Al Samer District, opposite Al Rafidi Hall, Jeddah",حي السامر (مقابل قاعة الرفيدي)، جدة,+966 53 700 6405,,,966537006405,Taza Broast,Chicken Nuggets,regular,18
al-samer,Al Samer,السامر,World Taza Al Samer,عالم طازة السامر,"Al Samer District, opposite Al Rafidi Hall, Jeddah",حي السامر (مقابل قاعة الرفيدي)، جدة,+966 53 700 6405,,,966537006405,Taza Broast,Shrimp Broast,regular,23
al-samer,Al Samer,السامر,World Taza Al Samer,عالم طازة السامر,"Al Samer District, opposite Al Rafidi Hall, Jeddah",حي السامر (مقابل قاعة الرفيدي)، جدة,+966 53 700 6405,,,966537006405,Taza Broast,Chicken Strips,regular,18
al-samer,Al Samer,السامر,World Taza Al Samer,عالم طازة السامر,"Al Samer District, opposite Al Rafidi Hall, Jeddah",حي السامر (مقابل قاعة الرفيدي)، جدة,+966 53 700 6405,,,966537006405,Taza Broast,Kids Meal,regular,18
al-samer,Al Samer,السامر,World Taza Al Samer,عالم طازة السامر,"Al Samer District, opposite Al Rafidi Hall, Jeddah",حي السامر (مقابل قاعة الرفيدي)، جدة,+966 53 700 6405,,,966537006405,Taza Broast,Fish Fillet,regular,19
al-samer,Al Samer,السامر,World Taza Al Samer,عالم طازة السامر,"Al Samer District, opposite Al Rafidi Hall, Jeddah",حي السامر (مقابل قاعة الرفيدي)، جدة,+966 53 700 6405,,,966537006405,Taza Sandwiches,Sandwich Nuggets,sandwich,8
al-samer,Al Samer,السامر,World Taza Al Samer,عالم طازة السامر,"Al Samer District, opposite Al Rafidi Hall, Jeddah",حي السامر (مقابل قاعة الرفيدي)، جدة,+966 53 700 6405,,,966537006405,Taza Sandwiches,Sandwich Nuggets,meal,15
al-samer,Al Samer,السامر,World Taza Al Samer,عالم طازة السامر,"Al Samer District, opposite Al Rafidi Hall, Jeddah",حي السامر (مقابل قاعة الرفيدي)، جدة,+966 53 700 6405,,,966537006405,Taza Sandwiches,Sandwich Jumbo Nuggets,sandwich,9
al-samer,Al Samer,السامر,World Taza Al Samer,عالم طازة السامر,"Al Samer District, opposite Al Rafidi Hall, Jeddah",حي السامر (مقابل قاعة الرفيدي)، جدة,+966 53 700 6405,,,966537006405,Taza Sandwiches,Sandwich Jumbo Nuggets,meal,16
al-samer,Al Samer,السامر,World Taza Al Samer,عالم طازة السامر,"Al Samer District, opposite Al Rafidi Hall, Jeddah",حي السامر (مقابل قاعة الرفيدي)، جدة,+966 53 700 6405,,,966537006405,Taza Sandwiches,Sandwich Shrimp,sandwich,10
al-samer,Al Samer,السامر,World Taza Al Samer,عالم طازة السامر,"Al Samer District, opposite Al Rafidi Hall, Jeddah",حي السامر (مقابل قاعة الرفيدي)، جدة,+966 53 700 6405,,,966537006405,Taza Sandwiches,Sandwich Shrimp,meal,17
al-samer,Al Samer,السامر,World Taza Al Samer,عالم طازة السامر,"Al Samer District, opposite Al Rafidi Hall, Jeddah",حي السامر (مقابل قاعة الرفيدي)، جدة,+966 53 700 6405,,,966537006405,Taza Sandwiches,Sandwich Jumbo Shrimp,sandwich,11
al-samer,Al Samer,السامر,World Taza Al Samer,عالم طازة السامر,"Al Samer District, opposite Al Rafidi Hall, Jeddah",حي السامر (مقابل قاعة الرفيدي)، جدة,+966 53 700 6405,,,966537006405,Taza Sandwiches,Sandwich Jumbo Shrimp,meal,18
al-samer,Al Samer,السامر,World Taza Al Samer,عالم طازة السامر,"Al Samer District, opposite Al Rafidi Hall, Jeddah",حي السامر (مقابل قاعة الرفيدي)، جدة,+966 53 700 6405,,,966537006405,Taza Sandwiches,Sandwich Fish,sandwich,9
al-samer,Al Samer,السامر,World Taza Al Samer,عالم طازة السامر,"Al Samer District, opposite Al Rafidi Hall, Jeddah",حي السامر (مقابل قاعة الرفيدي)، جدة,+966 53 700 6405,,,966537006405,Taza Sandwiches,Sandwich Fish,meal,16
al-samer,Al Samer,السامر,World Taza Al Samer,عالم طازة السامر,"Al Samer District, opposite Al Rafidi Hall, Jeddah",حي السامر (مقابل قاعة الرفيدي)، جدة,+966 53 700 6405,,,966537006405,Taza Sandwiches,Sandwich Jumbo Fish,sandwich,11
al-samer,Al Samer,السامر,World Taza Al Samer,عالم طازة السامر,"Al Samer District, opposite Al Rafidi Hall, Jeddah",حي السامر (مقابل قاعة الرفيدي)، جدة,+966 53 700 6405,,,966537006405,Taza Sandwiches,Sandwich Jumbo Fish,meal,18
al-samer,Al Samer,السامر,World Taza Al Samer,عالم طازة السامر,"Al Samer District, opposite Al Rafidi Hall, Jeddah",حي السامر (مقابل قاعة الرفيدي)، جدة,+966 53 700 6405,,,966537006405,Taza Sandwiches,Sandwich Strips,sandwich,9
al-samer,Al Samer,السامر,World Taza Al Samer,عالم طازة السامر,"Al Samer District, opposite Al Rafidi Hall, Jeddah",حي السامر (مقابل قاعة الرفيدي)، جدة,+966 53 700 6405,,,966537006405,Taza Sandwiches,Sandwich Strips,meal,16
al-samer,Al Samer,السامر,World Taza Al Samer,عالم طازة السامر,"Al Samer District, opposite Al Rafidi Hall, Jeddah",حي السامر (مقابل قاعة الرفيدي)، جدة,+966 53 700 6405,,,966537006405,Taza Sandwiches,Sandwich Jumbo Strips,sandwich,9
al-samer,Al Samer,السامر,World Taza Al Samer,عالم طازة السامر,"Al Samer District, opposite Al Rafidi Hall, Jeddah",حي السامر (مقابل قاعة الرفيدي)، جدة,+966 53 700 6405,,,966537006405,Taza Sandwiches,Sandwich Jumbo Strips,meal,16
al-samer,Al Samer,السامر,World Taza Al Samer,عالم طازة السامر,"Al Samer District, opposite Al Rafidi Hall, Jeddah",حي السامر (مقابل قاعة الرفيدي)، جدة,+966 53 700 6405,,,966537006405,Taza Sandwiches,Chicken Sandwich,sandwich,5
al-samer,Al Samer,السامر,World Taza Al Samer,عالم طازة السامر,"Al Samer District, opposite Al Rafidi Hall, Jeddah",حي السامر (مقابل قاعة الرفيدي)، جدة,+966 53 700 6405,,,966537006405,Taza Sandwiches,Chicken Sandwich,meal,12
al-samer,Al Samer,السامر,World Taza Al Samer,عالم طازة السامر,"Al Samer District, opposite Al Rafidi Hall, Jeddah",حي السامر (مقابل قاعة الرفيدي)، جدة,+966 53 700 6405,,,966537006405,Taza Sandwiches,Tikka Roll,sandwich,8
al-samer,Al Samer,السامر,World Taza Al Samer,عالم طازة السامر,"Al Samer District, opposite Al Rafidi Hall, Jeddah",حي السامر (مقابل قاعة الرفيدي)، جدة,+966 53 700 6405,,,966537006405,Taza Sandwiches,Tikka Roll,meal,15
al-samer,Al Samer,السامر,World Taza Al Samer,عالم طازة السامر,"Al Samer District, opposite Al Rafidi Hall, Jeddah",حي السامر (مقابل قاعة الرفيدي)، جدة,+966 53 700 6405,,,966537006405,Taza Sides,Potato Cheese,regular,10
al-samer,Al Samer,السامر,World Taza Al Samer,عالم طازة السامر,"Al Samer District, opposite Al Rafidi Hall, Jeddah",حي السامر (مقابل قاعة الرفيدي)، جدة,+966 53 700 6405,,,966537006405,Taza Sides,Potato Rings,regular,8
al-samer,Al Samer,السامر,World Taza Al Samer,عالم طازة السامر,"Al Samer District, opposite Al Rafidi Hall, Jeddah",حي السامر (مقابل قاعة الرفيدي)، جدة,+966 53 700 6405,,,966537006405,Taza Sides,Chicken Popcorn,regular,8
al-samer,Al Samer,السامر,World Taza Al Samer,عالم طازة السامر,"Al Samer District, opposite Al Rafidi Hall, Jeddah",حي السامر (مقابل قاعة الرفيدي)، جدة,+966 53 700 6405,,,966537006405,Taza Sides,Potato Wedges,regular,10
al-samer,Al Samer,السامر,World Taza Al Samer,عالم طازة السامر,"Al Samer District, opposite Al Rafidi Hall, Jeddah",حي السامر (مقابل قاعة الرفيدي)، جدة,+966 53 700 6405,,,966537006405,Taza Sides,French Fries,small,6
al-samer,Al Samer,السامر,World Taza Al Samer,عالم طازة السامر,"Al Samer District, opposite Al Rafidi Hall, Jeddah",حي السامر (مقابل قاعة الرفيدي)، جدة,+966 53 700 6405,,,966537006405,Taza Sides,French Fries,medium,8
al-samer,Al Samer,السامر,World Taza Al Samer,عالم طازة السامر,"Al Samer District, opposite Al Rafidi Hall, Jeddah",حي السامر (مقابل قاعة الرفيدي)، جدة,+966 53 700 6405,,,966537006405,Taza Sides,French Fries,large,14
al-samer,Al Samer,السامر,World Taza Al Samer,عالم طازة السامر,"Al Samer District, opposite Al Rafidi Hall, Jeddah",حي السامر (مقابل قاعة الرفيدي)، جدة,+966 53 700 6405,,,966537006405,Taza Sides,Onion Rings,regular,7
al-samer,Al Samer,السامر,World Taza Al Samer,عالم طازة السامر,"Al Samer District, opposite Al Rafidi Hall, Jeddah",حي السامر (مقابل قاعة الرفيدي)، جدة,+966 53 700 6405,,,966537006405,Taza Sides,Coleslaw Salad,regular,4
al-samer,Al Samer,السامر,World Taza Al Samer,عالم طازة السامر,"Al Samer District, opposite Al Rafidi Hall, Jeddah",حي السامر (مقابل قاعة الرفيدي)، جدة,+966 53 700 6405,,,966537006405,Taza Special Sauces,Garlic Sauce,regular,1
al-samer,Al Samer,السامر,World Taza Al Samer,عالم طازة السامر,"Al Samer District, opposite Al Rafidi Hall, Jeddah",حي السامر (مقابل قاعة الرفيدي)، جدة,+966 53 700 6405,,,966537006405,Taza Special Sauces,Garlic Spicy,regular,1.5
al-samer,Al Samer,السامر,World Taza Al Samer,عالم طازة السامر,"Al Samer District, opposite Al Rafidi Hall, Jeddah",حي السامر (مقابل قاعة الرفيدي)، جدة,+966 53 700 6405,,,966537006405,Taza Special Sauces,Cocktail,regular,2
al-samer,Al Samer,السامر,World Taza Al Samer,عالم طازة السامر,"Al Samer District, opposite Al Rafidi Hall, Jeddah",حي السامر (مقابل قاعة الرفيدي)، جدة,+966 53 700 6405,,,966537006405,Taza Special Sauces,Cheese,regular,2
al-samer,Al Samer,السامر,World Taza Al Samer,عالم طازة السامر,"Al Samer District, opposite Al Rafidi Hall, Jeddah",حي السامر (مقابل قاعة الرفيدي)، جدة,+966 53 700 6405,,,966537006405,Taza Special Sauces,Dynamic Sauce,regular,2
al-samer,Al Samer,السامر,World Taza Al Samer,عالم طازة السامر,"Al Samer District, opposite Al Rafidi Hall, Jeddah",حي السامر (مقابل قاعة الرفيدي)، جدة,+966 53 700 6405,,,966537006405,Taza Sandwiches,Sandwich Zinger,sandwich,9
al-samer,Al Samer,السامر,World Taza Al Samer,عالم طازة السامر,"Al Samer District, opposite Al Rafidi Hall, Jeddah",حي السامر (مقابل قاعة الرفيدي)، جدة,+966 53 700 6405,,,966537006405,Taza Sandwiches,Sandwich Zinger,meal,16
al-samer,Al Samer,السامر,World Taza Al Samer,عالم طازة السامر,"Al Samer District, opposite Al Rafidi Hall, Jeddah",حي السامر (مقابل قاعة الرفيدي)، جدة,+966 53 700 6405,,,966537006405,Taza Sandwiches,Sandwich Jumbo Zinger,sandwich,11
al-samer,Al Samer,السامر,World Taza Al Samer,عالم طازة السامر,"Al Samer District, opposite Al Rafidi Hall, Jeddah",حي السامر (مقابل قاعة الرفيدي)، جدة,+966 53 700 6405,,,966537006405,Taza Sandwiches,Sandwich Jumbo Zinger,meal,18
al-samer,Al Samer,السامر,World Taza Al Samer,عالم طازة السامر,"Al Samer District, opposite Al Rafidi Hall, Jeddah",حي السامر (مقابل قاعة الرفيدي)، جدة,+966 53 700 6405,,,966537006405,Taza Burger,Chicken / Beef Burger,sandwich,6
al-samer,Al Samer,السامر,World Taza Al Samer,عالم طازة السامر,"Al Samer District, opposite Al Rafidi Hall, Jeddah",حي السامر (مقابل قاعة الرفيدي)، جدة,+966 53 700 6405,,,966537006405,Taza Burger,Chicken / Beef Burger,meal,13
al-samer,Al Samer,السامر,World Taza Al Samer,عالم طازة السامر,"Al Samer District, opposite Al Rafidi Hall, Jeddah",حي السامر (مقابل قاعة الرفيدي)، جدة,+966 53 700 6405,,,966537006405,Taza Burger,Chicken / Beef Burger Jumbo,sandwich,9
al-samer,Al Samer,السامر,World Taza Al Samer,عالم طازة السامر,"Al Samer District, opposite Al Rafidi Hall, Jeddah",حي السامر (مقابل قاعة الرفيدي)، جدة,+966 53 700 6405,,,966537006405,Taza Burger,Chicken / Beef Burger Jumbo,meal,16
al-samer,Al Samer,السامر,World Taza Al Samer,عالم طازة السامر,"Al Samer District, opposite Al Rafidi Hall, Jeddah",حي السامر (مقابل قاعة الرفيدي)، جدة,+966 53 700 6405,,,966537006405,Taza Burger,Chicken / Beef Burger Double,sandwich,13
al-samer,Al Samer,السامر,World Taza Al Samer,عالم طازة السامر,"Al Samer District, opposite Al Rafidi Hall, Jeddah",حي السامر (مقابل قاعة الرفيدي)، جدة,+966 53 700 6405,,,966537006405,Taza Burger,Chicken / Beef Burger Double,meal,20
al-samer,Al Samer,السامر,World Taza Al Samer,عالم طازة السامر,"Al Samer District, opposite Al Rafidi Hall, Jeddah",حي السامر (مقابل قاعة الرفيدي)، جدة,+966 53 700 6405,,,966537006405,Taza Burger,Zinger Burger,sandwich,10
al-samer,Al Samer,السامر,World Taza Al Samer,عالم طازة السامر,"Al Samer District, opposite Al Rafidi Hall, Jeddah",حي السامر (مقابل قاعة الرفيدي)، جدة,+966 53 700 6405,,,966537006405,Taza Burger,Zinger Burger,meal,17
al-samer,Al Samer,السامر,World Taza Al Samer,عالم طازة السامر,"Al Samer District, opposite Al Rafidi Hall, Jeddah",حي السامر (مقابل قاعة الرفيدي)، جدة,+966 53 700 6405,,,966537006405,Taza Burger,Zinger Burger Double,sandwich,16
al-samer,Al Samer,السامر,World Taza Al Samer,عالم طازة السامر,"Al Samer District, opposite Al Rafidi Hall, Jeddah",حي السامر (مقابل قاعة الرفيدي)، جدة,+966 53 700 6405,,,966537006405,Taza Burger,Zinger Burger Double,meal,22
al-samer,Al Samer,السامر,World Taza Al Samer,عالم طازة السامر,"Al Samer District, opposite Al Rafidi Hall, Jeddah",حي السامر (مقابل قاعة الرفيدي)، جدة,+966 53 700 6405,,,966537006405,Taza Burger,Fish Burger,sandwich,8
al-samer,Al Samer,السامر,World Taza Al Samer,عالم طازة السامر,"Al Samer District, opposite Al Rafidi Hall, Jeddah",حي السامر (مقابل قاعة الرفيدي)، جدة,+966 53 700 6405,,,966537006405,Taza Burger,Fish Burger,meal,15
al-samer,Al Samer,السامر,World Taza Al Samer,عالم طازة السامر,"Al Samer District, opposite Al Rafidi Hall, Jeddah",حي السامر (مقابل قاعة الرفيدي)، جدة,+966 53 700 6405,,,966537006405,Taza Burger,Shrimp Burger,sandwich,10
al-samer,Al Samer,السامر,World Taza Al Samer,عالم طازة السامر,"Al Samer District, opposite Al Rafidi Hall, Jeddah",حي السامر (مقابل قاعة الرفيدي)، جدة,+966 53 700 6405,,,966537006405,Taza Burger,Shrimp Burger,meal,17
